150015	2000017,0	Taru Taru	0,8,6	127,101,452	43,81,18,18	10,5,9,5,8,5	0,0	0,0,0	0,0,0	1,1,0	1,0,0,0,0	prt_fild08.gat,92,141	prontera.gat,117,73		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,909,8,0,1,0,0,0,0,0,0 0,713,1,0,1,0,0,0,0,0,0 0,918,1,0,1,0,0,0,0,0,0 0,511,2,0,1,0,0,0,0,0,0 0,935,3,0,1,0,0,0,0,0,0 0,512,5,0,1,0,0,0,0,0,0 0,938,1,0,1,0,0,0,0,0,0 0,914,2,0,1,0,0,0,0,0,0 		1,5 142,0 143,0 		
150016	2000018,0	Raddi	0,3,3	5,8,500	50,50,13,13	9,9,1,1,9,1	6,2	0,0,0	0,0,0	1,0,0	1,0,0,0,0	pay_fild01.gat,319,346	geffen.gat,120,100		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150017	2000019,0	Zenith	0,1,1	0,0,500	40,40,11,11	9,9,1,1,9,1	0,0	0,0,0	0,0,0	1,0,0	1,0,0,0,0	prontera.gat,165,190	payon.gat,87,117		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150018	2000020,0	Neo MicraStorm	0,8,6	92,109,450	11,75,18,18	10,16,1,1,10,1	1,0	0,0,0	0,0,0	17,6,0	1,0,0,0,0	prt_fild08.gat,121,282	morocc.gat,160,94		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,909,18,0,1,0,0,0,0,0,0 0,918,3,0,1,0,0,0,0,0,0 0,705,4,0,1,0,0,0,0,0,0 0,713,9,0,1,0,0,0,0,0,0 0,914,9,0,1,0,0,0,0,0,0 0,949,4,0,1,0,0,0,0,0,0 0,1501,1,0,0,0,0,0,0,0,0 0,511,6,0,1,0,0,0,0,0,0 0,935,2,0,1,0,0,0,0,0,0 0,915,4,0,1,0,0,0,0,0,0 0,938,2,0,1,0,0,0,0,0,0 0,512,2,0,1,0,0,0,0,0,0 0,1501,1,0,0,0,0,0,0,0,0 0,619,1,0,1,0,0,0,0,0,0 0,908,2,0,1,0,0,0,0,0,0 		1,5 142,0 143,0 		
150019	2000021,1	holmy	0,5,3	24,20,450	34,60,15,15	9,13,1,1,9,1	2,0	0,0,0	0,0,0	1,0,0	1,0,0,0,0	prontera.gat,250,205	alberta.gat,116,57		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,2 142,0 143,0 		
150020	2000022,0	xXxGoHaNxzXx	0,1,1	0,0,500	40,40,11,11	9,9,1,1,9,1	0,0	0,0,0	0,0,0	15,0,0	1,0,0,0,0	prontera.gat,136,219	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150021	2000023,0	.....Legolas.....	0,1,1	0,0,500	40,40,11,11	1,9,1,9,9,1	0,0	0,0,0	0,0,0	6,6,0	1,0,0,0,0	alberta.gat,50,86	alberta.gat,116,57		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150023	704554,1	apple	4012,99,70	10968,5922,450	26726,26726,2078,2358	344,344,344,344,344,344	1225,0	0,0,0	0,0,0	1,0,0	11,0,0,0,0	new_1-1.gat,54,107	new_1-1.gat,53,111		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,1161,1,0,1,0,0,0,0,0,0 0,1159,1,0,1,0,0,0,0,0,0 0,1711,1,34,1,0,0,0,0,0,0 0,1756,835,32768,1,0,0,0,0,0,0 		1,9 43,10 44,10 45,10 46,10 47,10 115,5 116,5 117,5 118,5 119,5 120,5 121,5 122,5 123,5 124,1 125,1 126,10 127,1 128,10 129,5 130,4 131,5 142,1 147,1 148,1 380,10 381,5 382,5 383,10 		
150024	2000024,0	Achiel	4015,255,1	10882,0,500	29410,32500,1625,3120	99,99,99,99,99,1	7135,0	0,0,0	0,10004,0	8,0,0	3,0,62,0,0	prontera.gat,159,182	prontera.gat,153,179		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,2275,1,256,1,0,0,0,0,0,0 0,1117,1,0,1,0,0,4142,4147,4121,4043 0,1117,1,0,1,0,0,4172,0,0,0 0,1160,1,34,1,0,0,4142,0,0,0 0,4121,1,0,1,0,0,0,0,0,0 		1,9 2,10 3,10 4,10 5,10 6,10 7,10 8,10 22,10 23,10 28,10 35,1 55,10 63,1 64,5 142,1 144,1 145,1 146,1 248,10 249,10 250,5 251,5 252,10 253,10 254,10 255,5 256,5 257,5 258,10 367,5 368,5 369,10 		
150025	2000025,0	iRO on kRO Test	0,1,1	0,0,500	42,42,11,11	5,5,5,5,5,5	0,0	0,0,0	0,0,0	1,0,0	1,0,0,0,0	prontera.gat,156,175	prontera.gat,273,354		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150026	2000026,0	Arucard	7,99,50	0,0,450	1547,7978,307,307	61,99,63,1,30,1	3,0	0,0,0	0,0,0	3,1,0	3,0,0,0,0	prontera.gat,156,181	geffen.gat,120,100		0,1201,1,0,1,0,0,0,0,0,0 0,4182,1,0,1,0,0,0,0,0,0 0,4172,16,0,1,0,0,0,0,0,0 0,1117,1,34,1,10,0,4172,4172,4172,4172 		1,9 2,10 3,10 4,10 5,10 6,10 7,10 8,10 55,10 56,10 57,10 58,10 59,5 60,10 61,5 62,10 63,1 64,5 142,1 144,1 145,1 146,1 		
150027	2000027,0	Bonku	0,1,1	0,0,500	40,40,11,11	9,9,1,1,9,1	0,0	0,0,0	0,0,0	13,0,0	1,0,0,0,0	new_1-1.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 				
150028	2000027,1	Bonku!	0,1,1	0,0,500	40,40,11,11	9,9,1,1,9,1	0,0	0,0,0	0,0,0	15,0,0	1,0,0,0,0	prontera.gat,152,168	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150029	2000029,0	abcd	0,1,1	0,0,500	42,42,11,11	5,5,5,5,5,5	0,0	0,0,0	0,0,0	1,0,0	1,0,0,0,0	new_1-1.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 				
150030	2000028,0	MastahJun	0,1,1	0,0,500	42,42,11,11	5,5,5,5,5,5	0,0	0,0,0	0,0,0	13,7,0	1,0,0,0,0	prontera.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 				
150031	2000030,0	adsadasd	12,255,23	765375,25156,500	32500,32500,2090,2090	99,99,99,99,99,99	7101,877	0,0,0	0,0,0	1,0,0	17,0,61,12,8	prontera.gat,153,176	new_1-1.gat,53,111		0,7146,3,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,1202,1,0,1,0,0,4172,4172,4172,4172 0,1202,1,0,1,0,0,4172,4172,4172,4172 0,923,2,0,1,0,0,0,0,0,0 0,11031,1,0,1,0,0,0,0,0,0 0,2607,1,8,1,0,0,4051,0,0,0 0,2607,1,128,1,0,0,4051,0,0,0 0,1202,1,32,1,0,0,4086,4086,4086,4086 0,11031,1,0,1,0,0,0,0,0,0 0,1161,1,0,1,0,0,0,0,0,0 0,1202,1,2,1,0,0,4086,4086,4086,4086 0,1251,1,0,1,0,0,4086,4086,4086,0 0,2274,1,256,1,0,0,0,0,0,0 0,2202,1,512,1,0,0,4151,0,0,0 0,2218,1,1,1,0,0,0,0,0,0 0,2411,1,0,1,0,0,0,0,0,0 0,2406,1,0,1,0,0,0,0,0,0 		1,9 48,10 49,10 50,10 51,10 52,10 53,1 132,5 133,5 134,10 135,5 136,10 137,5 138,10 139,10 140,10 141,10 142,1 149,1 150,1 151,1 152,1 		
150032	2000031,0	test_GM	0,1,1	0,0,500	42,42,11,11	5,5,5,5,5,5	0,0	0,0,0	0,0,0	3,1,0	1,0,0,0,0	new_1-1.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 		1,0 142,0 143,0 		
150033	2000032,0	Noob	9,233,1	64891,0,500	17008,17008,1960,2233	99,99,5,5,99,99	-28372,0	0,0,0	0,0,0	1,0,0	0,0,0,0,0	iz_dun01.gat,103,110	new_1-1.gat,53,111		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,604,52,0,1,0,0,0,0,0,0 0,1705,1,0,1,0,0,4142,4142,4142,4142 0,1704,1,0,1,0,0,0,0,0,0 0,1703,1,0,1,0,0,0,0,0,0 0,1765,3903,0,1,0,0,0,0,0,0 0,1809,1,0,1,0,0,0,0,0,0 0,1820,1,0,1,0,0,0,0,0,0 0,1902,1,0,1,0,0,0,0,0,0 0,1902,1,0,1,0,0,0,0,0,0 		1,9 9,10 10,1 11,10 12,10 13,10 14,10 15,10 16,10 17,10 18,10 19,10 20,10 21,10 80,10 81,10 83,10 84,10 85,10 86,5 87,10 88,10 89,10 90,5 91,5 92,5 93,1 142,1 157,1 		
150034	2000033,0	Newb	0,1,1	0,0,500	42,42,11,11	5,5,5,5,5,5	0,0	0,0,0	0,0,0	1,0,0	1,0,0,0,0	prontera.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 				
150035	2000034,0	Hitten	0,1,1	0,0,500	40,40,11,11	9,9,1,1,9,1	0,0	0,0,0	0,0,0	14,0,0	1,0,0,0,0	prontera.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 				
150036	2000035,1	Nica	0,1,1	0,0,500	40,40,11,11	9,1,1,1,9,9	0,0	0,0,0	0,0,0	3,0,0	1,0,0,0,0	prontera.gat,53,111	new_1-1.gat,53,111		0,1201,1,2,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 				
150037	704554,0	TEST	4009,99,1	10198,0,500	5870,10608,1495,2285	99,1,99,99,99,99	1225,0	0,0,0	0,0,0	1,0,0	0,0,0,0,0	new_1-1.gat,53,111	new_1-1.gat,53,111		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,936,2,0,1,0,0,0,0,0,0 0,7146,1,0,1,0,0,0,0,0,0 0,985,1,0,1,0,0,0,0,0,0 0,714,1,0,1,0,0,0,0,0,0 0,932,1,0,1,0,0,0,0,0,0 0,717,10,0,1,0,0,0,0,0,0 		1,9 9,10 12,10 22,10 23,10 24,1 25,1 26,2 27,4 28,10 29,10 30,10 31,1 32,10 33,10 34,10 35,1 54,4 65,10 66,5 67,3 68,5 69,5 70,10 71,4 72,1 73,10 74,5 75,5 76,10 77,10 78,1 79,10 142,1 156,1 361,5 362,5 363,10 		
150038	704554,2	AppleGirl	16,99,1	0,0,329	4466,4466,745,745	5,5,5,5,5,5	1225,0	0,0,0	0,0,0	1,0,0	0,0,0,0,0	iz_dun01.gat,107,110	new_1-1.gat,53,111		0,1201,1,0,1,0,0,0,0,0,0 0,2301,1,16,1,0,0,0,0,0,0 0,715,10,0,1,0,0,0,0,0,0 0,717,10,0,1,0,0,0,0,0,0 0,749,1,0,1,0,0,0,0,0,0 		1,9 9,10 10,1 11,10 12,10 13,10 14,10 15,10 16,10 17,10 18,10 19,10 20,10 21,10 90,5 91,5 93,1 142,1 157,1 274,10 275,5 276,5 277,5 278,10 279,10 280,5 281,5 282,5 283,5 284,5 285,5 286,5 287,5 288,5 289,5 290,10 		
150039	%newid%
